material_id,化学式,元素,形成能_eV,稳定性_eV,带隙_eV,密度_g_cm3,晶胞体积
mp-556068,SiO2,"O,Si",-3.1322968106944438,0.14053453319444564,6.180999999999999,0.7612361597405772,3145.5886997079538
mp-556088,SiO2,"O,Si",-3.165723067083333,0.10710827680555646,5.68,1.7173086981809087,929.5691816796422
mp-556132,SiO2,"O,Si",-3.0760480183333327,0.19678332555555755,4.3926,2.9154290338830586,273.77741366819885
mp-556218,SiO2,"O,Si",-3.259933561944445,0.012897781944445796,5.6082764275217505,1.944477376464736,615.72736481063
mp-556257,SiO2,"O,Si",-2.8539148524999995,0.41891649138889075,3.6123,1.7970689732833465,2664.9348438909233
mp-556262,SiO2,"O,Si",-3.254014431875001,0.018816912013889464,5.72,1.716331363579386,930.0985084431348
mp-556319,SiO2,"O,Si",-3.145057900833333,0.12777344305555793,5.2035,2.302595508962697,173.32150121956357
mp-556376,SiO2,"O,Si",-2.8438057525,0.42902559138889007,2.7367000000000004,2.7030907824650745,147.6418449960055
mp-556454,SiO2,"O,Si",-3.2610372812499997,0.011794062638889713,5.5651,1.897337337467329,841.3671147115383
mp-556464,SiO2,"O,Si",-3.026892561388889,0.24593878250000145,4.035,2.6662826667389865,449.0401358715822
mp-556469,SiO2,"O,Si",-3.2569028870833336,0.01592845680555577,5.696199999999999,1.7720229441777187,900.8671397311535
mp-556537,SiO2,"O,Si",-3.0207269836111115,0.2521043602777784,4.5413,2.269911809352473,527.4512983330652
mp-556553,SiO2,"O,Si",-3.1871296699999996,0.08570167388888983,5.175800000000001,2.5595497004538172,155.9216881954196
mp-556564,SiO2,"O,Si",-2.1828311075,1.0900002363888897,0.30200000000000005,2.5522394086559617,625.4731573555706
mp-556588,SiO2,"O,Si",-2.9639795049999997,0.3088518388888897,4.0144,2.9749959128818464,134.1478516278855
mp-556591,SiO2,"O,Si",-3.2521502361111114,0.020681107777779317,6.5186,1.673436391924051,1073.1820492752172
mp-556654,SiO2,"O,Si",-3.260776771666666,0.01205457222222428,5.6055,2.0830625246083208,1149.5266385915536
mp-556662,SiO2,"O,Si",-3.2049753108333334,0.06785603305555732,5.565300000000001,2.325950049642265,171.58120415192076
mp-556788,SiO2,"O,Si",-3.025782889166667,0.2470484547222238,4.7965,2.6965217650718714,148.001516429148
mp-556812,SiO2,"O,Si",-2.977546089444444,0.29528525444444575,4.5145,2.8755654183134434,208.17956762860442
mp-556880,SiO2,"O,Si",-3.1212365866666665,0.15159475722222382,5.0612,2.2458001867837947,177.70472754585288
mp-556882,SiO2,"O,Si",-3.262027181458334,0.010804162430556374,5.6423,2.600645055479301,613.8312638612458
mp-556961,SiO2,"O,Si",-3.264115334583334,0.008716009305556938,5.4877,2.3608609110522343,338.08794787234274
mp-556963,SiO2,"O,Si",-3.123226568055556,0.14960477583333365,5.3934,2.255075583119296,530.9214200654055
mp-556985,SiO2,"O,Si",-3.2197470766666663,0.05308426722222315,5.6151,1.9562247053256876,204.00995306334002
mp-556994,SiO2,"O,Si",-3.184553575833334,0.08827776805555665,5.3836,2.320045639110383,172.01787050528444
mp-557004,SiO2,"O,Si",-3.2519894955555575,0.020841848333333246,5.5806000000000004,1.790678150075335,668.6114592363509
mp-557017,SiO2,"O,Si",-2.746140747083333,0.5266905968055573,2.5295,2.430151028602173,656.8963091061819
mp-557024,SiO2,"O,Si",-3.2019492481944454,0.07088209569444537,5.6788,1.6432409718332686,2914.4062288291093
mp-557076,SiO2,"O,Si",-2.982064594444445,0.2907667494444457,4.0358,2.1598654903028063,554.3252282699633
mp-557118,SiO2,"O,Si",-3.253756126666667,0.019075217222223273,5.5298,2.4321882915713484,164.08651899931755
mp-557134,SiO2,"O,Si",-3.177788423333334,0.09504292055555652,5.434399999999999,2.2947180023944176,173.91649427006325
mp-557194,SiO2,"O,Si",-2.010822102222222,1.262009241666668,0.0,2.0840597538454078,287.2441466074515
mp-557211,SiO2,"O,Si",-3.253923577916668,0.018907765972221213,5.5604,1.6515532750565094,1449.8689797379423
mp-557244,SiO2,"O,Si",-3.09029413,0.18253721388889055,5.1901,2.5953910157930746,153.76847183578997
mp-557264,SiO2,"O,Si",-3.261632047083333,0.011199296805557424,5.4327000000000005,2.064259521652424,773.3316593746347
mp-557465,SiO2,"O,Si",-3.2590305037499996,0.013800840138889825,5.522,2.4539599271649544,325.2614730150914
mp-557591,SiO2,"O,Si",-3.201431672638889,0.0713996712500009,5.6246,1.9032425856823765,1258.1348693553516
mp-557653,SiO2,"O,Si",-2.970191189166666,0.3026401547222246,4.130599999999999,2.7915883185407586,142.96137709999263
mp-557723,SiO2,"O,Si",-2.9922132155555556,0.28061812833333377,3.5612999999999997,2.1580667964202473,554.7872442736806
mp-557771,SiO2,"O,Si",-2.656939221388889,0.6158921225000009,2.3054,1.5194185799856932,787.9776821972209
mp-557814,SiO2,"O,Si",-2.5614087002777786,0.7114226436111117,1.0636,2.0860349776984255,2295.777288002131
mp-557837,SiO2,"O,Si",-3.264493386666667,0.008337957222222414,5.6449,2.2830382932752977,174.80622707484125
mp-557873,SiO2,"O,Si",-3.2073083649999994,0.06552297888889136,5.6607,2.0335811623273736,196.2495118011881
mp-557881,SiO2,"O,Si",-3.252613091944445,0.020218251944445598,5.5233,1.7659786632053411,677.9628519245057
mp-557894,SiO2,"O,Si",-3.2513156152083327,0.021515728680556734,5.718299999999999,1.645014779845564,1940.8424298889604
mp-557930,SiO2,"O,Si",-3.24084198125,0.03198936263889074,5.6398,2.311617456409678,345.2900991106816
mp-557933,SiO2,"O,Si",-3.2594026877777784,0.013428656111111437,5.5245,1.9278907357728643,1242.0495713047258
mp-558025,SiO2,"O,Si",-3.256373542592593,0.016457801296297703,5.671,1.8215681048149577,1971.8196554602207
mp-558115,SiO2,"O,Si",-3.2585876476666678,0.014243696222223434,5.6222,1.7003261266561067,2347.1339060095274
mp-558200,SiO2,"O,Si",-3.20021207375,0.07261927013889036,5.317699999999999,2.4133102508879833,330.74016087901987
mp-558203,SiO2,"O,Si",-3.1839274299999993,0.08890391388889007,5.8698,1.2834227854391267,2487.656069956964
mp-558301,SiO2,"O,Si",-3.060296863541667,0.2125344803472231,5.440799999999999,1.6243095288576945,982.7912801706008
mp-558326,SiO2,"O,Si",-3.2560967631481494,0.016734580740740412,5.587,1.7500924327960043,2052.350907600449
mp-558351,SiO2,"O,Si",-3.2526599766666657,0.02017136722222368,5.5127,1.7619359395560419,679.5184229264299
mp-558366,SiO2,"O,Si",-2.481188487083333,0.7916428568055567,1.179,2.390463265831626,333.90122828430015
mp-558374,SiO2,"O,Si",-3.2330762641666673,0.03975507972222303,5.5665000000000004,2.10675617442652,1136.598478246233
mp-558564,SiO2,"O,Si",-3.207331576111112,0.06549976777777822,5.5113,1.7411053255391458,687.6481930085284
mp-558569,SiO2,"O,Si",-3.194217924722222,0.07861341916666831,5.6415999999999995,2.1990845828844714,1088.8784726725698
mp-558598,SiO2,"O,Si",-1.4542547536111117,1.8185765902777788,0.0,1.9200921227653707,623.5471291972076
mp-558733,SiO2,"O,Si",-3.0091399411111115,0.2636914027777788,5.2698,4.07667960167212,146.84351579327443
mp-558891,SiO2,"O,Si",-3.259668037500001,0.01316330638888985,5.6471,2.3029446190482643,519.885680724408
mp-558931,SiO2,"O,Si",-3.0042941956250004,0.2685371482638903,4.5368,1.8870732366984981,2537.830345237013
mp-558947,SiO2,"O,Si",-3.2574067163194442,0.015424627569446514,5.6495,1.6616503335779915,2882.1176314910276
mp-559091,SiO2,"O,Si",-3.2615738691666665,0.011257474722222938,5.4497,2.095487932863067,190.4517339642055
mp-559273,SiO2,"O,Si",-3.057541708472222,0.2152896354166689,5.6598,0.7032456156343623,3404.9780171456155
mp-559313,SiO2,"O,Si",-3.254960442083334,0.017870901805556727,5.3664000000000005,1.9199645952999949,415.72569753816936
mp-559347,SiO2,"O,Si",-3.2541882402083337,0.01864310368055655,5.6325,2.449122480454502,651.8078430128619
mp-559360,SiO2,"O,Si",-3.255733744166666,0.017097599722223578,5.6782,1.7170908788521317,1394.5306514526337
mp-559389,SiO2,"O,Si",-3.0151236377777786,0.2577077061111108,4.1899,2.7175928749844847,220.28095929405075
mp-559550,SiO2,"O,Si",-3.2569511216666687,0.015880222222222073,5.601,1.8684312370492688,320.3938970843026
mp-559605,SiO2,"O,Si",-3.033869635555556,0.23896170833333485,3.6950000000000003,1.949074474104011,307.13755345210785
mp-559740,SiO2,"O,Si",-3.214232430833335,0.05859891305555465,5.7101,1.3486851967927966,887.7297191306384
mp-559829,SiO2,"O,Si",-3.1305177165277778,0.14231362736111208,6.106,1.0428148614154806,4592.44675251133
mp-559860,SiO2,"O,Si",-3.1068021320833332,0.1660292118055562,4.5099,2.128022249738835,375.0800165400701
mp-559872,SiO2,"O,Si",-3.263423301666668,0.00940804222222269,5.610600000000001,2.4343814244354123,491.8160806383052
mp-559928,SiO2,"O,Si",-3.2309085238888877,0.04192282000000169,5.4895,1.5841616196646702,377.8869264608092
mp-559962,SiO2,"O,Si",-3.2310520672222216,0.04177927666666825,5.6777,1.37723433646546,1738.655360593452
mp-560064,SiO2,"O,Si",-3.2528276419791666,0.020003701909724114,5.7315000000000005,1.4935594293917893,2137.6547994604152
mp-560131,SiO2,"O,Si",-3.1754108170833333,0.09742052680555702,5.685499999999999,1.8510936108866562,431.1930071690753
mp-560152,SiO2,"O,Si",-3.1692055610416667,0.10362578284722268,5.6113,2.2874446280528264,697.8779821298881
mp-560155,SiO2,"O,Si",-3.2457165322222234,0.027114811666667293,5.6417,1.7564332820520412,1022.4708873192303
mp-560203,SiO2,"O,Si",-3.2431654669444447,0.029665876944445557,5.4814,2.726997283113123,439.0425829752664
mp-560336,SiO2,"O,Si",-3.2544016120833335,0.01842973180555596,5.5874,1.6424850745409176,1943.831656072185
mp-560527,SiO2,"O,Si",-3.2538026766666674,0.01902866722222285,5.3907,1.7936947136081218,444.9913436072388
mp-560708,SiO2,"O,Si",-3.2574806491666664,0.015350694722222613,5.6266,1.7705096713618853,1577.8649602376963
mp-560754,SiO2,"O,Si",-2.7381919543749995,0.5346393895138908,1.36,2.3836140997731263,669.7213451671146
mp-560809,SiO2,"O,Si",-3.2558939031944454,0.016937440694444916,5.4481,1.8530867710822996,1292.1876618278939
mp-560826,SiO2,"O,Si",-3.2549943897222238,0.01783695416666653,5.4244,1.834748765748431,652.5514300897374
mp-560836,SiO2,"O,Si",-3.044315215277778,0.22851612861111192,4.9689,1.760888377983468,679.9226719388113
mp-560920,SiO2,"O,Si",-3.255578040625,0.01725330326389063,5.613300000000001,1.6328571311461966,1955.2932229150797
mp-560941,SiO2,"O,Si",-3.2559374422916663,0.01689390159722315,5.7844999999999995,1.5588519304230077,2048.119144742854
mp-560954,SiO2,"O,Si",-3.0979748983333337,0.17485644555555702,4.478800000000001,2.080419526483269,383.6623385182876
mp-560973,SiO2,"O,Si",-3.2380276938888897,0.03480365000000063,5.4387,1.8097724868152045,992.3357270046496
mp-560998,SiO2,"O,Si",-3.2545272235185183,0.01830412037037199,5.5774,1.7702382229559253,1014.4972993623425
mp-561090,SiO2,"O,Si",-3.25193751372549,0.020893830163400295,5.5448,1.6921728962259657,2004.67644012137
mp-561181,SiO2,"O,Si",-3.25178817297619,0.021043170912699694,5.6107,1.5091952271684672,1851.0694454323457
mp-561291,SiO2,"O,Si",-3.1210778016666665,0.15175354222222381,5.241,2.2506503798868107,354.64354115712155
mp-561301,SiO2,"O,Si",-2.7738983684027776,0.49893297548611315,1.9962,2.3677804450912388,2022.5995757784617
mp-561351,SiO2,"O,Si",-3.254891058888888,0.017940285000001666,5.4512,1.8420539885931122,1299.9270796171886
mp-561488,SiO2,"O,Si",-2.760070474999999,0.5127608688888907,2.7733,1.7460754934653342,685.6908165914243
mp-562490,SiO2,"O,Si",-3.2526723133333335,0.0201590305555559,5.5996999999999995,1.8623725898254062,214.29079900292862
mp-572283,SiO2,"O,Si",-3.1075858258333326,0.1652455180555581,4.9688,2.6327511742160397,606.3456573083515
mp-600000,SiO2,"O,Si",-3.25690691,0.01592443388888931,5.4117,1.792571663140008,445.27013175670066
mp-600001,SiO2,"O,Si",-3.2362091936666673,0.03662215022222348,5.491,1.627087941451441,306.59783358024345
mp-600002,SiO2,"O,Si",-3.2505974675000004,0.022233876388890295,5.4577,1.7740822709998876,449.91071365580996
mp-600003,SiO2,"O,Si",-3.2583776395833333,0.01445370430555748,5.4596,1.790488309104226,891.5764672364769
mp-600004,SiO2,"O,Si",-3.2555335816666675,0.017297762222222346,5.4296,1.88356291074989,635.6400012505338
mp-600005,SiO2,"O,Si",-3.2516693154166667,0.021162028472224037,5.4398,1.6537477001767678,965.2967263922578
mp-600006,SiO2,"O,Si",-3.2386788851666664,0.0341524587222235,6.3573,1.9766148824809164,1009.5272322697714
mp-600007,SiO2,"O,Si",-3.251895117777777,0.020936226111112788,5.6068999999999996,1.7191369746914218,696.4354490481621
mp-600014,SiO2,"O,Si",-3.2554555111111125,0.01737583277777688,5.7274,1.811308265800186,1321.9924554538477
mp-600015,SiO2,"O,Si",-3.253618028888889,0.019213315000001785,5.6292,1.6879564718331301,1418.600480430967
mp-600016,SiO2,"O,Si",-3.2563545479166662,0.016476795972224068,5.6503,1.6464931871589799,969.5498613109172
mp-600018,SiO2,"O,Si",-3.255606931111112,0.017224412777778753,5.4453,1.9073766441898978,1255.4079810000228
mp-600022,SiO2,"O,Si",-3.2510618208333333,0.021769523055557016,5.7440999999999995,1.479423592219989,2158.080011234513
mp-600023,SiO2,"O,Si",-3.2499778350000006,0.022853508888889706,5.488,1.593567827712083,626.0940127158256
mp-600024,SiO2,"O,Si",-3.248780622083333,0.024050721805556563,5.75,1.6445432633285864,1941.3989000548418
mp-600026,SiO2,"O,Si",-3.2179258163888886,0.05490552750000077,5.1530000000000005,2.068724328157123,578.7469672245207
mp-600027,SiO2,"O,Si",-3.2556885016666675,0.0171428422222224,5.522600000000001,1.6176690727742566,1480.2383887963422
mp-600028,SiO2,"O,Si",-3.250514814027779,0.022316529861111434,5.5863,1.9322917876300902,1239.2206380103078
mp-600029,SiO2,"O,Si",-3.256047028611111,0.01678431527777846,5.4247000000000005,1.8935817233792505,1264.5537461228737
mp-600031,SiO2,"O,Si",-3.255879317166667,0.01695202672222429,6.374499999999999,1.8964932605522369,1052.176980050616
mp-600032,SiO2,"O,Si",-3.25127456111111,0.021556782777780725,5.7155000000000005,1.5119970183355016,1583.6908623835047
mp-600033,SiO2,"O,Si",-3.2587295361111117,0.01410180777777903,5.4289,1.676060723087305,714.3344596364926
mp-600037,SiO2,"O,Si",-3.249937378333333,0.022893965555557116,5.4426,1.6751301902337434,952.9750287866326
mp-600038,SiO2,"O,Si",-3.236222642333333,0.03660870155555784,5.4989,1.6275734713820247,613.0127415629973
mp-600039,SiO2,"O,Si",-3.232654774444445,0.040176569444444254,6.2567,1.8501767305576793,1294.2200722453572
mp-600041,SiO2,"O,Si",-3.2517368235416675,0.02109452034722281,5.465199999999999,1.809066053122584,882.4206493200877
mp-600045,SiO2,"O,Si",-3.250322027916667,0.02250931597222383,5.4237,1.7822820960578187,895.681578572942
mp-600049,SiO2,"O,Si",-3.2366732602083332,0.036158083680556174,5.646800000000001,1.8357270650935742,869.6048947657621
mp-600050,SiO2,"O,Si",-3.2027378962500004,0.07009344763888947,5.8144,1.6412849541900525,1458.9397506971623
mp-600051,SiO2,"O,Si",-3.2511583462499996,0.02167299763889119,5.5706,1.8108208709613665,1322.3482787768937
mp-600052,SiO2,"O,Si",-3.256982102333334,0.015849241555557114,5.4991,1.9067717923713712,1046.5051767377715
mp-600053,SiO2,"O,Si",-3.249919229285715,0.02291211460317477,5.522,1.7002889442386242,1643.0296636756882
mp-600054,SiO2,"O,Si",-3.2488880573437497,0.023943286545140552,5.8369,1.4923010706945412,4278.914684464813
mp-600055,SiO2,"O,Si",-3.25381874904762,0.019012594841269603,6.4016,1.7395458729643734,1605.9508493692322
mp-600057,SiO2,"O,Si",-3.2483584662499987,0.024472877638890722,6.543900000000001,1.711744162289551,1398.8865361084195
mp-600059,SiO2,"O,Si",-3.259422532647059,0.013408811241831131,5.7102,1.9873424982774288,853.466159108571
mp-600060,SiO2,"O,Si",-3.2553759120138883,0.017455431875001537,5.683199999999999,1.729665882390115,2768.7842909639658
mp-600061,SiO2,"O,Si",-3.2513164066666675,0.021514937222223196,5.6122,1.7535984729412415,1365.4983731097677
mp-600063,SiO2,"O,Si",-3.2553963137500017,0.017435030138887697,5.6966,1.7139644548088406,1397.0743997465818
mp-600065,SiO2,"O,Si",-3.2476973001388902,0.0251340437500005,5.3276,1.9669936687326732,1217.3581948699555
mp-600067,SiO2,"O,Si",-3.2393904517857135,0.03344089210317591,5.74,1.3724296346377667,2035.532534198896
mp-600068,SiO2,"O,Si",-3.2337006446666674,0.03913069922222334,5.671473071220557,1.6069094977510427,1241.791497509309
mp-600070,SiO2,"O,Si",-3.249780961145833,0.023050382743056375,5.6936,1.723411257794827,1852.5551971871892
mp-600071,SiO2,"O,Si",-3.2513735413888907,0.021457802499998735,5.4719,1.8039983529978758,663.6746252871601
mp-600072,SiO2,"O,Si",-3.253222445625,0.019608898263889785,5.8422,1.4768376509975694,3242.788210703574
mp-600076,SiO2,"O,Si",-3.2390174932500013,0.03381385063888942,5.5245,1.8703282015846519,2133.7929352544
mp-600078,SiO2,"O,Si",-3.2435774379629643,0.02925390592592514,5.6143,1.6299286326585345,1101.828546620185
mp-600080,SiO2,"O,Si",-3.244730174427083,0.02810116946180763,5.6971,1.4590351261464467,4376.473774077263
mp-600083,SiO2,"O,Si",-3.2525328442777783,0.020298499611111964,5.8262,1.6444918960591979,3640.2366403069836
mp-600084,SiO2,"O,Si",-3.253281090416666,0.01955025347222339,5.549,1.8422238392115031,1733.0763040637034
mp-600085,SiO2,"O,Si",-3.2490337950000003,0.023797548888889963,5.6423000000000005,1.4805262888966166,2156.4726722266673
mp-600091,SiO2,"O,Si",-3.2541228735185195,0.018708470370370378,5.685499999999999,1.7593398885273765,1020.7816625586802
mp-600096,SiO2,"O,Si",-3.1283965165277774,0.14443482736111335,6.145300000000001,0.8285915695425691,2889.8868271263755
mp-600098,SiO2,"O,Si",-3.2548869721874993,0.017944371701391404,5.7534,1.5991868531330726,1996.4611866735024
mp-600109,SiO2,"O,Si",-3.242524318888889,0.03030702500000082,5.5665,1.7121864680210195,3496.3129113160967
mp-600111,SiO2,"O,Si",-3.248124998125,0.024706345763890525,5.5173000000000005,1.613272253889742,1979.030182178365
mp-604717,SiO2,"O,Si",-3.0861613491666677,0.18102254416666597,5.1678,1.317956234233412,908.4276851127072
mp-615993,SiO2,"O,Si",-3.2553473116666667,0.017484032222222723,5.4699,1.8140142435890498,770.0119175130222
mp-638033,SiO2,"O,Si",-2.5669841291666664,0.7058472147222234,0.21039999999999992,2.3061412347013177,346.1100337738232
mp-638035,SiO2,"O,Si",-1.4424869522222221,1.8303443916666682,0.0,3.222079185841289,185.79120218485738
mp-638038,SiO2,"O,Si",-2.0206821016666665,1.2521492422222238,0.0,1.9952274124267835,400.04393266573027
mp-638049,SiO2,"O,Si",-1.5280706991666666,1.7447606447222235,0.0,3.094817840073901,386.8621653402159
mp-639463,SiO2,"O,Si",-3.255151089999999,0.017680253888890718,5.3927000000000005,1.8908492628962963,316.5952872178218
mp-639478,SiO2,"O,Si",-3.2481721241666666,0.02465921972222418,5.5631,1.4217870671389254,1684.1733317405847
mp-639480,SiO2,"O,Si",-3.2368234105555564,0.03600793333333385,5.6231,1.6717314465338393,1074.2765532947255
mp-639506,SiO2,"O,Si",-3.253925137500001,0.0189062063888894,5.6572,1.854004578798761,1291.5479763488484
mp-639511,SiO2,"O,Si",-3.2517381562500005,0.021093187638889788,5.6703,1.6422204987336433,972.072412011876
mp-639512,SiO2,"O,Si",-3.257615022898549,0.015216320990340648,5.6163,1.755933853439469,2613.7243493716082
mp-639558,SiO2,"O,Si",-3.2505437613095243,0.02228758257936647,5.704700000000001,1.55320169045212,1798.6235717981253
mp-639682,SiO2,"O,Si",-3.2380699813333345,0.03476136255555673,5.6453,1.58982169377308,627.5692926413844
mp-639695,SiO2,"O,Si",-3.2502485600000006,0.02258278388888968,6.4746,1.721271990097395,927.4288145297897
mp-639705,SiO2,"O,Si",-3.241795045666668,0.031036298222222314,5.52472243007316,1.6261310357175365,1227.1130110333947
mp-639724,SiO2,"O,Si",-3.2520667097916665,0.020764634097224288,6.571899999999999,1.6483862556130857,968.4363939722516
mp-639733,SiO2,"O,Si",-3.248647573472224,0.024183770416666306,5.6305,1.811518524701814,1321.839014747692
mp-639734,SiO2,"O,Si",-3.2516248575,0.021206486388889445,6.1953,1.7745634207968008,899.5774524319761
mp-639741,SiO2,"O,Si",-3.2506911376388885,0.022140206250002237,5.6594999999999995,1.449546628789006,1651.9205483506967
mp-639748,SiO2,"O,Si",-3.2355678254629643,0.03726351842592557,5.823,1.4490182931589237,2478.784298163184
mp-640556,SiO2,"O,Si",-3.2660856293055556,0.006745714583335172,5.551243149926528,2.249445830110738,1064.500344856563
mp-640917,SiO2,"O,Si",-0.8447462188888887,2.4280851250000017,0.6688000000000001,2.2756436881195006,131.53068922818633
mp-644923,SiO2,"O,Si",-3.2559822414583337,0.01684910243055704,5.6934,1.6992833829447123,2818.289033980328
mp-646895,SiO2,"O,Si",-3.252928617812499,0.01990272607639021,5.7207,1.6799211271750416,1900.5145127781043
mp-651707,SiO2,"O,Si",-3.2609719395238104,0.011859404365079484,5.696,1.933140803417479,1445.1224490555485
mp-653763,SiO2,"O,Si",-3.2498671253571425,0.02296421853174735,5.5172,1.6762487215168946,3333.186938601607
mp-662706,SiO2,"O,Si",-3.2584556951190473,0.014375648769842542,5.5366,1.8472967684913637,1512.2774098096618
mp-663422,SiO2,"O,Si",-3.056898270833333,0.21593307305555776,4.3608,2.0117100849370266,396.76622720448563
mp-667368,SiO2,"O,Si",-3.2550928184375003,0.01773852545139043,5.5885,1.622456377147193,1967.8276269791306
mp-667371,SiO2,"O,Si",-3.2551748397023808,0.01765650418650999,5.8205,1.8202988384500174,3069.4137832693964
mp-667373,SiO2,"O,Si",-3.2561500793452374,0.01668126454365293,5.765000000000001,1.7734538520759242,3150.490968720486
mp-667376,SiO2,"O,Si",-3.255104522440475,0.017726821448414753,5.6257,1.79727850990519,3108.728176303902
mp-667377,SiO2,"O,Si",-3.253104106369047,0.0197272375198434,5.6195,1.7983088563970027,3106.947021104082
mp-667383,SiO2,"O,Si",-3.258716410357143,0.014114933531747198,5.5085999999999995,1.7445321231237088,1601.3606944661433
mp-667448,SiO2,"O,Si",-3.029232922847223,0.24359842104166773,0.9579,1.7485626503561218,2738.861957735806
mp-669426,SiO2,"O,Si",-3.2657042100000004,0.007127133888889858,5.537999999999999,2.3555881574771846,338.84472465871204
mp-673168,SiO2,"O,Si",-2.5864463222222227,0.6863850216666671,3.3979,1.4664353947197581,204.11194643411517
mp-680204,SiO2,"O,Si",-3.2588807815151504,0.013950562373739928,5.6081,2.0200475106236446,1086.6037532225982
mp-680222,SiO2,"O,Si",-3.235629854652778,0.03720148923611255,5.5951,1.0697094030779817,4476.983851874166
mp-683947,SiO2,"O,Si",-3.1305732470833334,0.14225809680555734,5.2101999999999995,2.1517452978032923,370.94474956889024
mp-683952,SiO2,"O,Si",-2.5411986473611115,0.7316326965277788,1.3132000000000001,2.1381457338025203,2239.824745369951
mp-683953,SiO2,"O,Si",-2.3910026384027776,0.8818287054861127,1.4904000000000002,2.075510886627183,2307.418262479257
mp-683970,SiO2,"O,Si",-3.136276236979166,0.13655510690972328,5.3597,1.5522171765416601,4113.747136379569
mp-685105,SiO4,"O,Si",-1.1607736580000003,0.8029251483333324,0.3892,1.9821639265592215,231.42523646269996
mp-685184,SiO2,"O,Si",-2.8674652225555564,0.4053661213333335,0.0,2.2708496836906757,1318.0836445751347
mp-733790,SiO2,"O,Si",-3.2662578463888874,0.006573497500003356,5.593,2.254998357567127,1061.8792044143463
mp-862998,Si2O5,"O,Si",-2.227385363571429,0.5778986454761901,3.0491,2.3328306979016746,193.8522878150404
mp-1063118,Si2O,"O,Si",-0.8379519283333335,0.7984637436111113,0.0,2.709180112854837,44.23543796551016
mp-1179195,Si2O3,"O,Si",-2.1653505340000003,0.7801976755000002,0.9896604101335988,1.7392959055103991,994.5232770922947
mp-1208867,Si2O,"O,Si",0.6878445066666666,2.3242601786111114,0.0,1.1701844817851879,204.82542827222937
mp-1219421,Si3O8,"O,Si",-2.104962496818182,0.5728086027272727,0.0706,2.15460617014736,654.3232729544848
mp-1250755,Si3O7,"O,Si",-2.345288176999999,0.6002600325000014,0.20499999999999996,1.8474296157166994,352.79786438736227
mp-32566,Si3O,"O,Si",-0.7764011481250002,0.4509106058333332,0.09609999999999985,2.1294689373238453,312.7142846215067
mp-32881,Si3O,"O,Si",-0.7824138031250003,0.44489795083333306,0.3041999999999998,2.1447780668803227,310.48217325699835
mp-638900,Si3O7,"O,Si",-2.0269527185,0.9185954909999996,0.10310000000000041,0.9704397225621314,671.6225726107249
mp-1179275,Si4O9,"O,Si",-2.772619895192309,0.24845519147435802,0.0,2.006336515027573,848.625214974505
mp-1179651,Si5O8,"O,Si",-2.7177123315384617,0.3033627551282052,3.4528,1.7754862333877692,502.089367918681
mp-1173536,Si6O13,"O,Si",-2.2769198371052637,0.8236572255263166,0.08350000000000002,1.9242092658481291,1299.6540560279852
mp-530027,Si6O13,"O,Si",-2.7600695460526308,0.34050751657894995,2.1050999999999997,1.7264021181069964,1448.5654012914977
mp-673849,Si6O13,"O,Si",-2.182703912368421,0.9178731502631594,0.04090000000000005,1.9511782215631506,1281.6903906413418
mp-731864,Si6O13,"O,Si",-2.9008846392105267,0.19969242342105353,0.008799999999999919,1.3226885441421063,945.3496773982312
mp-1194828,Si17O37,"O,Si",-2.9190929207407406,0.1719144595987654,0.09050000000000002,1.7599115238745437,2018.092876926347
mp-1199711,Si18O29,"O,Si",-2.814363742765957,0.2147461180673762,0.0925999999999998,1.7242737257735874,3734.7399566493805
mp-1221354,Si48O107,"O,Si",-2.855462928161291,0.18510296551612893,0.9547999999999999,1.3743744782890073,3697.18422498357
mp-775909,ZrO2,"O,Zr",-3.750962673333332,0.06265508166666578,3.4353999999999996,5.299849545428078,77.21588012181509
mp-775910,ZrO2,"O,Zr",-3.766282613666666,0.04733514133333294,3.3165999999999998,6.232379842724869,328.3116221174586
mp-775935,ZrO2,"O,Zr",-3.6831441938888907,0.13047356111110808,3.825,4.57232300590925,134.2531618942517
mp-775980,ZrO2,"O,Zr",-3.750909979444446,0.06270777555555362,3.5759999999999996,5.337594285071898,460.01909321729374
mp-776386,ZrO2,"O,Zr",-3.7253280791666654,0.0882896758333338,3.6134000000000004,4.912016438940359,333.2501446202098
mp-776404,ZrO2,"O,Zr",-3.804120451666666,0.009497303333333207,3.4628999999999994,5.781420126013742,283.1363493699907
mp-776427,ZrO2,"O,Zr",-3.752696661666667,0.060921093333330845,3.5894999999999997,5.105015571608206,320.6513605477699
mp-1100824,ZrO2,"O,Zr",-3.207875548888889,0.6057422061111097,0.0,5.48264750848515,895.6969344392551
mp-1190186,ZrO2,"O,Zr",-3.8003611420833336,0.013256612916665134,3.5793999999999997,6.034840370948916,271.2466425017191
mp-1245318,ZrO2,"O,Zr",-3.5909381171111123,0.22267963788888778,2.9114,5.262636315760984,1166.4283524718212
mp-963,ZrO2,"O,Zr",-3.7105482291666654,0.10306952583333384,2.8590999999999998,6.508923791681797,125.74507253761895
mp-1565,ZrO2,"O,Zr",-3.757945188333334,0.05567256666666509,3.1239999999999997,6.2059689031905565,32.97088283451112
mp-2574,ZrO2,"O,Zr",-3.786492631666667,0.027125123333330947,3.8825,6.042619622733896,67.72436008114629
